tenure,MonthlyCharges,TotalCharges,gender_Male,SeniorCitizen_1,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
71,115.15,8078.1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0
52,102.7,5138.1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0
28,39.1,1096.6,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0
26,51.55,1295.4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
2,45.15,98.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
39,106.4,4040.65,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0
6,84.4,556.35,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
13,74.65,966.25,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
72,65.7,4575.35,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0
38,81.85,3141.7,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1
5,81.0,371.65,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0
5,71.45,371.6,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
13,91.1,1135.7,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0
13,64.75,877.35,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0
23,95.1,2326.05,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0
17,54.6,934.8,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0
17,82.65,1470.05,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0
60,93.25,5774.55,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0
40,64.1,2460.35,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0
10,35.75,389.8,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
31,59.05,1882.8,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
4,80.8,332.45,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
20,89.1,1879.25,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0
29,89.2,2698.35,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0
2,70.75,146.9,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0
16,94.25,1483.25,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0
12,112.95,1384.75,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1
4,77.85,299.2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
12,50.95,605.75,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0
13,83.2,1060.6,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
26,93.6,2404.1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0
1,70.05,70.05,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
22,78.85,1600.25,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1
2,70.0,153.05,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48,60.35,2896.4,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0
72,111.6,8012.75,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0
49,84.5,3906.7,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0
71,84.8,6046.1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0
72,79.55,5810.9,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0
70,79.6,5589.45,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0
35,91.5,3236.35,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0
12,45.9,505.95,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,50.2,1815.3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,30.45,226.45,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
60,71.75,4374.55,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0
13,88.35,1222.8,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1,91.7,91.7,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0
58,55.5,3166.9,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0
72,88.7,6301.7,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0
13,54.45,706.85,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0
72,85.15,6316.2,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0
26,81.95,2070.05,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
1,44.15,44.15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
51,90.35,4614.55,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0
4,55.2,220.65,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
9,76.85,663.55,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
33,53.75,1857.3,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0
33,68.25,2171.15,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
10,29.75,301.9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7,75.45,480.75,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
6,89.75,552.65,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0
17,106.65,1672.1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0
59,94.75,5597.65,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0
45,75.95,3273.8,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0
17,76.65,1313.55,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
30,79.65,2365.15,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1
62,90.7,5586.45,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
8,90.25,743.75,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0
56,73.25,4054.2,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0
25,70.95,1767.35,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
69,95.2,6671.7,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0
3,24.75,66.95,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
65,107.45,7047.5,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0
7,100.4,715.0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0
67,87.4,5918.8,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0
72,113.65,8124.2,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0
51,30.05,1529.45,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
50,101.9,5265.5,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0
54,105.2,5637.85,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0
70,89.75,6367.2,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0
44,30.35,1359.7,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
61,100.7,6018.65,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0
17,76.45,1233.4,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
2,76.4,151.8,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
28,59.0,1654.45,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1
39,58.6,2224.5,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
53,61.1,3357.9,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0
19,59.8,1130.85,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
40,50.15,2058.5,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
42,101.75,4273.45,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0
33,60.9,2033.85,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1
66,115.8,7942.15,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
53,54.9,3045.75,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0
68,88.85,6132.7,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0
48,82.05,4029.95,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1
13,84.45,1058.6,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0
13,89.4,1132.35,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0
7,74.85,485.25,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
54,60.0,3273.95,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
15,96.3,1426.75,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1
28,92.35,2602.9,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1
17,61.95,1070.7,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1
72,66.85,4758.8,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0
29,80.1,2211.8,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0
22,65.05,1427.55,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1
68,44.95,3085.35,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
52,105.1,5376.4,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0
15,79.4,1156.1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
63,109.4,7031.45,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0
12,89.55,1021.75,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0
28,60.0,1682.05,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0
36,31.05,1126.35,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3,69.15,235.0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0
65,100.15,6643.5,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0
24,84.85,2048.8,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
2,46.6,87.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
72,70.45,5165.7,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0
10,75.3,720.45,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1,81.05,81.05,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
1,80.25,80.25,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
5,100.5,514.0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0
3,69.55,222.3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4,50.05,179.35,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
9,44.95,431.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,91.05,2871.5,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
67,109.4,7281.6,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0
2,45.25,85.5,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0
14,86.0,1164.05,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1
30,90.5,2595.85,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0
72,89.85,6697.35,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0
41,89.2,3645.75,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0
50,75.7,3876.2,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0
67,105.6,7112.15,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0
7,94.05,633.45,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1
14,51.45,727.85,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
15,86.2,1270.2,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
3,88.35,262.05,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1
54,110.45,6077.75,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0
8,49.85,365.55,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
72,92.4,6786.1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0
35,76.05,2747.2,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0
49,99.05,4853.75,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0
21,26.05,565.75,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
24,69.45,1614.05,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
1,30.55,30.55,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5,78.75,426.35,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
66,104.9,6891.45,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0
12,58.35,740.55,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
4,24.45,86.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
18,61.5,1087.45,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1
8,86.55,649.65,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0
70,97.55,6669.05,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0
50,109.65,5551.15,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0
37,101.9,3545.35,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0
6,80.25,493.4,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1
70,58.4,4113.15,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0
37,64.75,2345.2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
72,105.0,7578.05,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0
18,55.95,1082.8,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
24,98.75,2407.3,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0
45,103.65,4747.85,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0
2,69.8,134.7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
36,53.1,1901.25,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1
72,104.15,7689.95,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0
72,85.3,6129.2,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0
7,73.6,520.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
44,94.4,4295.35,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0
52,50.5,2566.3,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0
1,80.55,80.55,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
40,40.25,1564.05,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1
65,55.15,3673.15,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
51,84.2,4146.05,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0
33,100.6,3270.25,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0
7,59.5,415.95,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
1,49.55,49.55,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
5,39.5,210.75,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2,51.55,106.2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5,80.85,356.1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
61,115.1,7008.15,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0
23,75.3,1702.9,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
66,50.55,3364.55,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0
72,114.65,8333.95,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0
24,78.4,1832.4,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0
64,80.3,5017.7,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0
64,110.5,7069.25,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0
33,79.95,2684.85,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0
68,83.65,5733.4,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0
1,44.75,44.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,89.75,5769.6,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0
4,105.65,443.9,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0
33,95.8,3036.75,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0
7,81.25,580.1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0
72,98.35,6929.4,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0
3,35.1,101.1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,80.0,80.0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
50,70.8,3478.15,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0
41,50.05,2029.05,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,35.9,35.9,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
9,66.25,620.55,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
8,58.2,469.25,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
15,38.8,603.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1
71,109.0,7661.8,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0
1,45.95,45.95,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,53.4,188.7,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
70,75.65,5411.4,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0
33,104.4,3409.6,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0
54,46.0,2424.05,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
2,64.2,143.65,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1
39,95.55,3692.85,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0
43,78.8,3460.3,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0
9,75.6,661.55,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
13,50.55,610.75,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
33,93.55,3055.5,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0
64,58.35,3756.45,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
59,54.15,3116.15,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
72,114.45,8100.55,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0
6,69.8,377.85,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
60,94.1,5475.9,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0
45,81.4,3775.85,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
65,108.65,6937.95,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0
34,90.15,3128.8,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1
72,101.35,7323.15,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0
8,94.2,777.3,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0
1,74.6,74.6,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
57,69.85,4003.0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0
40,102.65,4108.15,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1
1,55.45,55.45,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,69.75,69.75,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24,90.55,2282.55,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0
72,108.4,7767.25,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0
66,79.5,5196.1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0
36,89.65,3348.1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0
53,85.45,4517.25,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
10,98.9,1064.95,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0
27,76.1,2093.4,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
3,50.25,152.3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
27,56.7,1652.95,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
4,98.1,396.3,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0
3,75.5,220.6,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
1,55.7,55.7,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
26,39.95,1023.75,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0
70,79.25,5731.85,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0
43,49.05,2076.2,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0
20,90.2,1776.55,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0
8,65.5,564.35,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
64,73.05,4688.65,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0
56,52.7,3019.7,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
19,39.65,733.35,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
35,86.45,3029.1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0
34,100.45,3414.65,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0
15,87.75,1242.2,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0
68,95.9,6503.2,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0
35,102.05,3452.55,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0
65,72.45,4653.85,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0
62,101.15,6638.35,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0
7,29.8,201.95,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
41,113.6,4594.95,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0
49,74.45,3721.9,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0
72,99.15,7422.1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0
1,45.65,45.65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
50,108.75,5431.9,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0
9,94.05,811.65,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0
33,100.0,3320.6,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0
19,61.55,1093.2,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
54,106.55,5763.3,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0
49,79.3,3902.45,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0
51,78.65,3950.85,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0
70,84.7,5991.05,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1
7,44.25,313.45,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
16,75.4,1189.4,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
65,92.7,5968.4,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0
